,ID,N_VICTIMAS,FECHA,HH,TIPO_DE_CALLE,COMUNA,LATITUD,LONGITUD,VICTIMA,ACUSADO,AFECTADO_1,AFECTADO_2,FRANJA_HORA,GRAVEDAD
0,2016-0001,1,2016-01-01,4.0,AVENIDA,8,-58.47533969,-34.68757022,MOTO,AUTO,MOTO,AUTO,,
1,2016-0002,1,2016-01-02,1.0,GRAL PAZ,9,-58.50877521,-34.66977709,AUTO,PASAJEROS,AUTO,PASAJEROS,,
2,2016-0003,1,2016-01-03,7.0,AVENIDA,1,-58.39040293,-34.63189362,MOTO,AUTO,MOTO,AUTO,,
3,2016-0004,1,2016-01-10,0.0,AVENIDA,8,-58.46503904,-34.68092974,MOTO,,MOTO,SD,,
4,2016-0005,1,2016-01-21,5.0,AVENIDA,1,-58.38718297,-34.62246630,MOTO,PASAJEROS,MOTO,PASAJEROS,,
5,2016-0008,1,2016-01-24,18.0,AVENIDA,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,,
6,2016-0009,1,2016-01-24,19.0,CALLE,11,-58.50095869,-34.60825440,MOTO,AUTO,MOTO,AUTO,,
7,2016-0010,1,2016-01-29,15.0,GRAL PAZ,9,-58.50877521,-34.66977709,MOTO,AUTO,MOTO,AUTO,,
8,2016-0012,1,2016-02-08,1.0,AVENIDA,1,-58.38048577,-34.61303893,MOTO,CARGAS,MOTO,CARGAS,,
9,2016-0013,1,2016-02-10,11.0,AVENIDA,1,-58.39114932,-34.62477387,PEATON,AUTO,PEATON,AUTO,,
10,2016-0015,1,2016-02-14,5.0,AVENIDA,15,-58.43760020,-34.59912758,PEATON,AUTO,PEATON,AUTO,,
11,2016-0016,1,2016-02-14,22.0,AVENIDA,4,-58.36882665,-34.64291993,MOTO,AUTO,MOTO,AUTO,,
12,2016-0017,1,2016-02-15,16.0,AVENIDA,8,-58.44989671,-34.65970435,PEATON,MOTO,PEATON,MOTO,,
13,2016-0019,1,2016-02-17,9.0,CALLE,9,-58.50990884,-34.65468721,PEATON,PASAJEROS,PEATON,PASAJEROS,,
14,2016-0020,1,2016-02-17,16.0,CALLE,1,-58.37952223,-34.60653282,PEATON,AUTO,PEATON,AUTO,,
15,2016-0021,1,2016-02-17,23.0,AVENIDA,7,-58.45157703,-34.63063795,AUTO,AUTO,AUTO,AUTO,,
16,2016-0022,1,2016-02-21,6.0,AVENIDA,1,-58.38144696,-34.61079875,MOTO,AUTO,MOTO,AUTO,,
17,2016-0025,1,2016-02-28,4.0,GRAL PAZ,8,-58.46244952,-34.70524971,AUTO,AUTO,AUTO,AUTO,,
18,2016-0026,1,2016-02-28,7.0,CALLE,12,-58.49216191,-34.54738649,AUTO,OBJETO FIJO,AUTO,OBJETO FIJO,,
19,2016-0027,1,2016-02-28,9.0,AVENIDA,7,-58.44497874,-34.63852623,AUTO,AUTO,AUTO,AUTO,,
20,2016-0028,1,2016-03-02,10.0,AVENIDA,1,-58.38199706,-34.60028648,PEATON,CARGAS,PEATON,CARGAS,,
21,2016-0029,1,2016-03-04,17.0,AVENIDA,12,-58.47378664,-34.54153077,PEATON,PASAJEROS,PEATON,PASAJEROS,,
22,2016-0031,1,2016-03-08,12.0,GRAL PAZ,8,-58.47064556,-34.69843756,MOTO,PASAJEROS,MOTO,PASAJEROS,,
23,2016-0034,1,2016-03-12,12.0,AVENIDA,4,-58.40623949,-34.65076549,PEATON,PASAJEROS,PEATON,PASAJEROS,,
24,2016-0035,1,2016-03-13,6.0,AVENIDA,3,-58.39228965,-34.60443527,MOTO,PASAJEROS,MOTO,PASAJEROS,,
25,2016-0036,1,2016-03-14,0.0,CALLE,4,-58.37813396,-34.63668504,MOTO,PASAJEROS,MOTO,PASAJEROS,,
26,2016-0037,1,2016-03-19,11.0,AVENIDA,7,-58.46275892,-34.64358293,MOTO,MOTO,MOTO,MOTO,,
27,2016-0038,1,2016-03-21,8.0,GRAL PAZ,8,-58.49683458,-34.67892743,PEATON,PASAJEROS,PEATON,PASAJEROS,,
28,2016-0039,1,2016-03-23,1.0,AVENIDA,3,-58.40603217,-34.60883960,MOTO,PASAJEROS,MOTO,PASAJEROS,,
29,2016-0041,2,2016-03-29,11.0,AVENIDA,7,-58.46076550,-34.63350444,MOTO,CARGAS,MOTO,CARGAS,,
30,2016-0043,1,2016-03-30,18.0,AVENIDA,8,-58.47832463,-34.67494416,PEATON,CARGAS,PEATON,CARGAS,,
31,2016-0044,1,2016-03-31,19.0,AVENIDA,7,-58.43213235,-34.63693953,MOTO,MULTIPLE,MULTIPLE,,,
32,2016-0045,1,2016-04-11,10.0,GRAL PAZ,13,-58.46743471,-34.53476874,MOTO,,MOTO,SD,,
33,2016-0047,1,2016-04-15,5.0,CALLE,1,-58.38247061,-34.62571878,PEATON,PASAJEROS,PEATON,PASAJEROS,,
34,2016-0048,1,2016-04-15,17.0,AVENIDA,15,-58.44759966,-34.59170240,PEATON,PASAJEROS,PEATON,PASAJEROS,,
35,2016-0049,1,2016-04-17,0.0,AUTOPISTA,4,-58.37714647568196,-34.63657525428238,,,SD,SD,,
36,2016-0050,1,2016-04-19,9.0,AVENIDA,8,-58.47305463,-34.68550712,PEATON,PASAJEROS,PEATON,PASAJEROS,,
37,2016-0051,1,2016-04-20,4.0,AVENIDA,4,-58.40623949,-34.65076549,MOTO,CARGAS,MOTO,CARGAS,,
38,2016-0052,1,2016-04-20,20.0,AUTOPISTA,13,.,.,MOTO,,MOTO,SD,,
39,2016-0053,1,2016-04-22,9.0,AVENIDA,12,-58.48429180,-34.57558053,PEATON,PASAJEROS,PEATON,PASAJEROS,,
40,2016-0054,1,2016-04-23,21.0,AUTOPISTA,8,-58.48695354,-34.68795245,MOTO,MOTO,MOTO,MOTO,,
41,2016-0055,1,2016-04-25,20.0,AVENIDA,14,-58.40021959,-34.57964781,PEATON,CARGAS,PEATON,CARGAS,,
42,2016-0056,1,2016-04-26,4.0,AVENIDA,14,-58.42957885,-34.57660058,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,,
43,2016-0058,1,2016-05-04,14.0,CALLE,1,-58.38247542,-34.62556293,PEATON,MOTO,PEATON,MOTO,,
44,2016-0059,1,2016-05-08,16.0,CALLE,1,-58.38222219,-34.62728101,PEATON,PASAJEROS,PEATON,PASAJEROS,,
45,2016-0064,1,2016-05-14,18.0,AVENIDA,10,-58.49485242,-34.62953445,PEATON,PASAJEROS,PEATON,PASAJEROS,,
46,2016-0065,1,2016-05-20,14.0,AVENIDA,6,-58.45227946,-34.61068024,PEATON,AUTO,PEATON,AUTO,,
47,2016-0067,1,2016-05-21,17.0,AVENIDA,8,-58.48455411,-34.67512760,MOTO,PASAJEROS,MOTO,PASAJEROS,,
48,2016-0068,1,2016-05-22,22.0,AVENIDA,2,-58.39056593,-34.58418569,MOTO,PASAJEROS,MOTO,PASAJEROS,,
49,2016-0069,1,2016-05-23,3.0,AVENIDA,3,-58.39118948,-34.62704273,AUTO,CARGAS,AUTO,CARGAS,,
50,2016-0073,1,2016-06-11,15.0,CALLE,10,-58.49021952,-34.62025108,MOTO,CARGAS,MOTO,CARGAS,,
51,2016-0074,1,2016-06-12,6.0,GRAL PAZ,8,-58.49896559,-34.67732118,AUTO,AUTO,AUTO,AUTO,,
52,2016-0075,1,2016-06-12,23.0,AUTOPISTA,8,-58.47461076,-34.66874679,PEATON,AUTO,PEATON,AUTO,,
53,2016-0076,1,2016-06-13,16.0,AVENIDA,15,-58.46210891,-34.60356211,PEATON,PASAJEROS,PEATON,PASAJEROS,,
54,2016-0077,1,2016-06-13,21.0,AVENIDA,1,-58.37027770,-34.60536123,PEATON,PASAJEROS,PEATON,PASAJEROS,,
55,2016-0078,1,2016-06-13,23.0,AVENIDA,3,-58.40491455,-34.61463830,MOTO,MOTO,MOTO,MOTO,,
56,2016-0079,1,2016-06-16,17.0,AVENIDA,13,-58.45504154,-34.54864492,AUTO,AUTO,AUTO,AUTO,,
57,2016-0080,1,2016-06-18,6.0,GRAL PAZ,9,-58.52927982,-34.63931752,AUTO,,AUTO,SD,,
58,2016-0081,1,2016-06-22,7.0,AVENIDA,12,-58.48721060,-34.55904606,MOTO,AUTO,MOTO,AUTO,,
59,2016-0082,1,2016-06-27,18.0,AVENIDA,4,-58.42273092,-34.64228803,PEATON,AUTO,PEATON,AUTO,,
60,2016-0083,1,2016-06-28,20.0,AVENIDA,6,-58.44788671,-34.62539009,PEATON,MOTO,PEATON,MOTO,,
61,2016-0084,1,2016-06-29,22.0,CALLE,1,-58.38110563,-34.60135531,PEATON,PASAJEROS,PEATON,PASAJEROS,,
62,2016-0085,1,2016-06-29,22.0,AVENIDA,4,-58.42378834,-34.65734100,MOTO,OTRO,MOTO,MOVIL,,
63,2016-0086,1,2016-06-30,16.0,AVENIDA,10,-58.48727942,-34.63652467,PEATON,PASAJEROS,PEATON,PASAJEROS,,
64,2016-0087,1,2016-07-02,0.0,AUTOPISTA,1,-58.37864583,-34.62907067,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,,
65,2016-0088,1,2016-07-11,15.0,CALLE,12,-58.50151750,-34.56767549,PEATON,AUTO,PEATON,AUTO,,
66,2016-0089,1,2016-07-14,6.0,AUTOPISTA,13,-58.43233425,-34.55185825,PEATON,AUTO,PEATON,AUTO,,
67,2016-0090,1,2016-07-14,22.0,AVENIDA,5,-58.41971993,-34.61112240,PEATON,PASAJEROS,PEATON,PASAJEROS,,
68,2016-0092,1,2016-07-15,11.0,GRAL PAZ,13,-58.46743471,-34.53476874,MOTO,CARGAS,MOTO,CARGAS,,
69,2016-0093,1,2016-07-17,3.0,AVENIDA,6,-58.44362126,-34.62301748,AUTO,AUTO,AUTO,AUTO,,
70,2016-0095,1,2016-07-23,6.0,AVENIDA,11,-58.51713095,-34.59546519,MOTO,AUTO,MOTO,AUTO,,
71,2016-0096,1,2016-07-25,7.0,AUTOPISTA,8,-58.47433193007387,-34.66684950051973,MOTO,CARGAS,MOTO,CARGAS,,
72,2016-0097,1,2016-07-26,18.0,CALLE,1,-58.39038605,-34.61562810,PEATON,AUTO,PEATON,AUTO,,
73,2016-0098,1,2016-07-27,16.0,AVENIDA,3,-58.40042405,-34.62356174,MOTO,CARGAS,MOTO,CARGAS,,
74,2016-0099,1,2016-07-29,16.0,GRAL PAZ,11,-58.52340614,-34.59798754,CARGAS,CARGAS,CARGAS,CARGAS,,
75,2016-0100,1,2016-08-03,23.0,GRAL PAZ,12,-58.49491054,-34.54795581,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,,
76,2016-0101,1,2016-08-07,19.0,GRAL PAZ,9,-58.52932872,-34.65014993,,,SD,SD,,
77,2016-0102,1,2016-08-10,23.0,AVENIDA,9,-58.50011639,-34.67316502,MOTO,CARGAS,MOTO,CARGAS,,
78,2016-0104,1,2016-08-14,21.0,AVENIDA,9,-58.46635001,-34.65624369,MOTO,PASAJEROS,MOTO,PASAJEROS,,
79,2016-0105,1,2016-08-17,0.0,AVENIDA,15,-58.45343236,-34.58435809,PEATON,PASAJEROS,PEATON,PASAJEROS,,
80,2016-0106,1,2016-08-19,21.0,AVENIDA,1,-58.38090932,-34.58927731,PEATON,PASAJEROS,PEATON,PASAJEROS,,
81,2016-0107,1,2016-08-20,8.0,AUTOPISTA,4,-58.37157668,-34.65429986,MOTO,AUTO,MOTO,AUTO,,
82,2016-0109,1,2016-08-24,5.0,AUTOPISTA,9,-58.52280139,-34.63659934,AUTO,OBJETO FIJO,AUTO,OBJETO FIJO,,
83,2016-0110,1,2016-08-24,20.0,AVENIDA,9,-58.51232237,-34.65903530,PEATON,,PEATON,SD,,
84,2016-0111,1,2016-08-25,9.0,AUTOPISTA,15,-58.47461905,-34.57663634,MOTO,CARGAS,MOTO,CARGAS,,
85,2016-0112,1,2016-08-27,4.0,AUTOPISTA,1,-58.38268809,-34.62282019,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,,
86,2016-0113,1,2016-08-27,16.0,AVENIDA,9,-58.49603546,-34.64564271,PEATON,PASAJEROS,PEATON,PASAJEROS,,
87,2016-0114,1,2016-08-31,11.0,CALLE,14,-58.41848605,-34.59394733,BICICLETA,CARGAS,BICICLETA,CARGAS,,
88,2016-0115,1,2016-09-02,11.0,CALLE,12,-58.48935041,-34.54917673,,CARGAS,SD,CARGAS,,
89,2016-0116,1,2016-09-02,20.0,AVENIDA,8,-58.44451316,-34.68475866,MOTO,AUTO,MOTO,AUTO,,
90,2016-0117,1,2016-09-03,15.0,AVENIDA,14,-58.39936478,-34.58271474,AUTO,AUTO,AUTO,AUTO,,
91,2016-0118,1,2016-09-04,3.0,AUTOPISTA,1,-58.37936704,-34.62694503,AUTO,AUTO,AUTO,AUTO,,
92,2016-0119,1,2016-09-04,6.0,AVENIDA,12,-58.49659234,-34.56353635,,,SD,SD,,
93,2016-0122,1,2016-09-13,7.0,AVENIDA,9,-58.47256391,-34.65194557,BICICLETA,PASAJEROS,BICICLETA,PASAJEROS,,
94,2016-0123,1,2016-09-14,9.0,AVENIDA,7,-58.45130953,-34.64053676,MOTO,AUTO,MOTO,AUTO,,
95,2016-0124,1,2016-09-16,15.0,AVENIDA,7,-58.46271207,-34.62884871,PEATON,PASAJEROS,PEATON,PASAJEROS,,
96,2016-0125,1,2016-09-17,12.0,AUTOPISTA,10,-58.49020869,-34.64243791,MOTO,MOTO,MOTO,MOTO,,
97,2016-0126,2,2016-09-18,22.0,CALLE,10,-58.52572109,-34.62125906,AUTO,CARGAS,AUTO,CARGAS,,
98,2016-0127,1,2016-09-24,10.0,AVENIDA,8,-58.44094791,-34.66677111,PEATON,PASAJEROS,PEATON,PASAJEROS,,
99,2016-0128,1,2016-10-02,11.0,AVENIDA,5,-58.41914024,-34.63053890,PEATON,PASAJEROS,PEATON,PASAJEROS,,
100,2016-0130,1,2016-10-04,12.0,AUTOPISTA,1,-58.37910942,-34.62764717,MOTO,CARGAS,MOTO,CARGAS,,
101,2016-0131,1,2016-10-09,19.0,CALLE,4,-58.39871183,-34.64539318,PEATON,AUTO,PEATON,AUTO,,
102,2016-0132,1,2016-10-10,2.0,AVENIDA,3,-58.41036975,-34.62477021,AUTO,PASAJEROS,AUTO,PASAJEROS,,
103,2016-0133,1,2016-10-14,0.0,AVENIDA,14,-58.40204698,-34.58342690,MOTO,AUTO,MOTO,AUTO,,
104,2016-0134,1,2016-10-23,5.0,AVENIDA,8,-58.48935287,-34.67648597,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,,
105,2016-0135,1,2016-10-24,5.0,AVENIDA,14,-58.42260225,-34.56403694,PEATON,,PEATON,SD,,
106,2016-0136,1,2016-10-25,0.0,AUTOPISTA,4,.,.,MOTO,CARGAS,MOTO,CARGAS,,
107,2016-0137,1,2016-10-25,0.0,AVENIDA,11,-58.51537091,-34.59035925,MOTO,MOTO,MOTO,MOTO,,
108,2016-0138,1,2016-10-27,20.0,AVENIDA,13,-58.45909670,-34.55922742,BICICLETA,CARGAS,BICICLETA,CARGAS,,
109,2016-0139,1,2016-10-28,23.0,AVENIDA,14,-58.42008769,-34.56539579,MOTO,MOTO,MOTO,MOTO,,
110,2016-0140,1,2016-10-31,2.0,AVENIDA,13,-58.45566399,-34.56147293,PASAJEROS,PASAJEROS,PASAJEROS,PASAJEROS,,
111,2016-0142,1,2016-11-05,23.0,AVENIDA,1,-58.37533517,-34.59276462,MOTO,PASAJEROS,MOTO,PASAJEROS,,
112,2016-0143,1,2016-11-06,4.0,AVENIDA,8,-58.44451316,-34.68475866,MOTO,,MOTO,SD,,
113,2016-0144,1,2016-11-07,12.0,AVENIDA,4,-58.35975012,-34.63343907,PEATON,PASAJEROS,PEATON,PASAJEROS,,
114,2016-0145,1,2016-11-07,20.0,AVENIDA,13,-58.44523595,-34.55953855,MOTO,AUTO,MOTO,AUTO,,
115,2016-0146,1,2016-11-09,20.0,AVENIDA,4,-58.39626094,-34.63036565,PEATON,PASAJEROS,PEATON,PASAJEROS,,
116,2016-0147,1,2016-11-16,21.0,AVENIDA,1,-58.38896772,-34.61799615,MOVIL,PASAJEROS,MOVIL,PASAJEROS,,
117,2016-0148,1,2016-11-16,22.0,AVENIDA,15,-58.46536113,-34.59484504,MOTO,MOTO,MOTO,MOTO,,
118,2016-0150,1,2016-11-18,18.0,AVENIDA,4,-58.40879146,-34.65273216,CARGAS,CARGAS,CARGAS,CARGAS,,
119,2016-0151,1,2016-11-18,20.0,CALLE,0,.,.,PEATON,,PEATON,SD,,
120,2016-0152,1,2016-11-23,21.0,AVENIDA,7,-58.46451841,-34.64991946,MOTO,AUTO,MOTO,AUTO,,
121,2016-0153,1,2016-11-25,15.0,AVENIDA,15,-58.42917090,-34.59485488,PEATON,MOTO,PEATON,MOTO,,
122,2016-0154,1,2016-11-26,14.0,GRAL PAZ,8,-58.49007772,-34.68251141,MOTO,MOTO,MOTO,MOTO,,
123,2016-0155,1,2016-11-26,16.0,CALLE,10,-58.52756365,-34.62772274,PEATON,AUTO,PEATON,AUTO,,
124,2016-0156,1,2016-11-26,19.0,AVENIDA,3,-58.40638983,-34.61943202,MOTO,PASAJEROS,MOTO,PASAJEROS,,
125,2016-0157,1,2016-12-03,6.0,AVENIDA,11,-58.47576807,-34.61740997,MOTO,MOTO,MOTO,MOTO,,
126,2016-0159,1,2016-12-04,7.0,AVENIDA,8,-58.44451316,-34.68475866,AUTO,,AUTO,SD,,
127,2016-0160,1,2016-12-06,5.0,AUTOPISTA,9,-58.51927194,-34.63635787,CARGAS,OBJETO FIJO,CARGAS,OBJETO FIJO,,
128,2016-0161,1,2016-12-06,7.0,AVENIDA,14,-58.42525456,-34.57866344,PEATON,PASAJEROS,PEATON,PASAJEROS,,
129,2016-0162,1,2016-12-07,5.0,AVENIDA,15,-58.45396573,-34.58518167,PEATON,AUTO,PEATON,AUTO,,
130,2016-0163,1,2016-12-10,7.0,GRAL PAZ,11,-58.52340614,-34.59798754,MOTO,AUTO,MOTO,AUTO,,
131,2016-0164,1,2016-12-11,6.0,AVENIDA,4,-58.42323628,-34.64119105,AUTO,AUTO,AUTO,AUTO,,
132,2016-0165,1,2016-12-12,8.0,AVENIDA,4,-58.36926144,-34.62841919,BICICLETA,PASAJEROS,BICICLETA,PASAJEROS,,
133,2016-0168,1,2016-12-13,10.0,AVENIDA,4,-58.42323628,-34.64119105,MOTO,AUTO,MOTO,AUTO,,
134,2016-0169,1,2016-12-15,15.0,AVENIDA,12,-58.47935434,-34.55676497,MOTO,PASAJEROS,MOTO,PASAJEROS,,
135,2016-0170,1,2016-12-19,17.0,GRAL PAZ,12,-58.50598256,-34.56379980,MOTO,AUTO,MOTO,AUTO,,
136,2016-0171,1,2016-12-25,19.0,AUTOPISTA,1,-58.36607137,-34.62150748,MOTO,MOTO,MOTO,MOTO,,
137,2016-0172,1,2016-12-26,8.0,AVENIDA,5,-58.41918902,-34.63174259,MOTO,CARGAS,MOTO,CARGAS,,
138,2016-0173,1,2016-12-26,19.0,AVENIDA,7,-58.46749188,-34.63551751,MOTO,CARGAS,MOTO,CARGAS,,
139,2016-0174,1,2016-12-27,0.0,AUTOPISTA,0,.,.,,,SD,SD,,
140,2016-0175,1,2016-12-27,8.0,CALLE,7,-58.46064174,-34.62960517,PEATON,BICICLETA,PEATON,BICICLETA,,
141,2016-0176,1,2016-12-28,1.0,AVENIDA,1,-58.36956186,-34.61232875,MOTO,PASAJEROS,MOTO,PASAJEROS,,
142,2016-0177,1,2016-12-29,4.0,CALLE,14,-58.40966671,-34.58788235,PEATON,AUTO,PEATON,AUTO,,
143,2016-0178,1,2016-12-30,16.0,CALLE,3,-58.40288226,-34.61544091,PEATON,MULTIPLE,MULTIPLE,,,
144,2017-0001,1,2017-01-02,1.0,AVENIDA,11,-58.46594230,-34.61028571,MOTO,CARGAS,MOTO,CARGAS,,
145,2017-0003,1,2017-01-05,3.0,AVENIDA,4,-58.38957669,-34.64410277,CARGAS,CARGAS,CARGAS,CARGAS,,
146,2017-0007,1,2017-01-11,17.0,CALLE,1,-58.38161660,-34.61529543,PEATON,MULTIPLE,MULTIPLE,,,
147,2017-0008,1,2017-01-16,0.0,CALLE,14,-58.43917004,-34.58494351,MOTO,PASAJEROS,MOTO,PASAJEROS,,
148,2017-0009,1,2017-01-16,13.0,AUTOPISTA,5,-58.41595919,-34.62743346,MOTO,CARGAS,MOTO,CARGAS,,
149,2017-0010,1,2017-01-16,16.0,AVENIDA,6,-58.43564880,-34.62828656,MOTO,AUTO,MOTO,AUTO,,
150,2017-0011,1,2017-01-22,2.0,GRAL PAZ,12,-58.50073810,-34.54979510,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,,
151,2017-0012,1,2017-01-24,14.0,CALLE,4,-58.40969005,-34.65055290,MOTO,CARGAS,MOTO,CARGAS,,
152,2017-0013,1,2017-01-27,7.0,AVENIDA,4,-58.38972622,-34.65098981,PEATON,CARGAS,PEATON,CARGAS,,
153,2017-0014,1,2017-01-28,8.0,AVENIDA,12,-58.49185972,-34.55046754,MOTO,MULTIPLE,MULTIPLE,,,
154,2017-0015,1,2017-02-02,15.0,AVENIDA,2,-58.39293417,-34.59963642,PEATON,AUTO,PEATON,AUTO,,
155,2017-0016,1,2017-02-03,5.0,AUTOPISTA,1,-58.38099494,-34.62288231,MOTO,CARGAS,MOTO,CARGAS,,
156,2017-0017,1,2017-02-06,8.0,AVENIDA,14,-58.42901200,-34.58095431,MOTO,AUTO,MOTO,AUTO,,
157,2017-0018,1,2017-02-09,7.0,GRAL PAZ,9,-58.50877521,-34.66977709,MOTO,AUTO,MOTO,AUTO,,
158,2017-0021,1,2017-02-18,5.0,CALLE,1,-58.38362373,-34.60509972,MOTO,PASAJEROS,MOTO,PASAJEROS,,
159,2017-0024,1,2017-02-23,20.0,AVENIDA,7,-58.46589308,-34.62955795,PEATON,PASAJEROS,PEATON,PASAJEROS,,
160,2017-0025,1,2017-02-24,17.0,AVENIDA,7,-58.43614426,-34.65424640,MOTO,,MOTO,SD,,
161,2017-0026,2,2017-02-26,5.0,AVENIDA,4,-58.41842777,-34.64979057,AUTO,OBJETO FIJO,AUTO,OBJETO FIJO,,
162,2017-0027,1,2017-02-26,21.0,AVENIDA,1,-58.38332245,-34.63193250,PEATON,AUTO,PEATON,AUTO,,
163,2017-0028,1,2017-02-28,9.0,AVENIDA,6,-58.45475488,-34.61196327,PEATON,AUTO,PEATON,AUTO,,
164,2017-0029,1,2017-03-07,2.0,CALLE,9,-58.48501341,-34.64742455,,AUTO,SD,AUTO,,
165,2017-0030,1,2017-03-07,8.0,AVENIDA,9,-58.47010988,-34.65872088,AUTO,PASAJEROS,AUTO,PASAJEROS,,
166,2017-0031,1,2017-03-11,1.0,CALLE,3,-58.40997560,-34.62873635,AUTO,OBJETO FIJO,AUTO,OBJETO FIJO,,
167,2017-0032,1,2017-03-12,5.0,GRAL PAZ,8,-58.48892175,-34.68359163,AUTO,AUTO,AUTO,AUTO,,
168,2017-0033,1,2017-03-12,7.0,GRAL PAZ,11,-58.52466448,-34.60325478,AUTO,AUTO,AUTO,AUTO,,
169,2017-0034,1,2017-03-13,7.0,CALLE,14,-58.42554218,-34.57929036,PEATON,AUTO,PEATON,AUTO,,
170,2017-0035,3,2017-03-23,5.0,AVENIDA,1,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,AUTO,OBJETO FIJO,,
171,2017-0036,2,2017-03-29,18.0,GRAL PAZ,12,-58.51452347,-34.58159762,MOTO,PASAJEROS,MOTO,PASAJEROS,,
172,2017-0037,1,2017-03-31,3.0,AVENIDA,1,-58.38896772,-34.61799615,MOTO,CARGAS,MOTO,CARGAS,,
173,2017-0038,1,2017-04-01,19.0,AVENIDA,7,-58.44516857,-34.64363363,MOTO,AUTO,MOTO,AUTO,,
174,2017-0040,1,2017-04-03,9.0,AVENIDA,13,-58.43834197,-34.54560369,AUTO,MULTIPLE,MULTIPLE,,,
175,2017-0041,1,2017-04-03,23.0,CALLE,7,-58.45485084,-34.63531854,MOTO,AUTO,MOTO,AUTO,,
176,2017-0042,1,2017-04-10,9.0,GRAL PAZ,14,.,.,MOTO,CARGAS,MOTO,CARGAS,,
177,2017-0045,1,2017-04-14,6.0,CALLE,10,-58.52449285,-34.62454175,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,,
178,2017-0047,1,2017-04-23,6.0,AVENIDA,8,-58.46713742,-34.67198790,MOTO,AUTO,MOTO,AUTO,,
179,2017-0049,1,2017-04-27,18.0,AVENIDA,8,-58.43850413,-34.65554754,PEATON,PASAJEROS,PEATON,PASAJEROS,,
180,2017-0050,2,2017-04-28,11.0,AUTOPISTA,9,.,.,MOTO,CARGAS,MOTO,CARGAS,,
181,2017-0051,1,2017-05-01,3.0,AUTOPISTA,7,.,.,AUTO,AUTO,AUTO,AUTO,,
182,2017-0052,1,2017-05-05,3.0,GRAL PAZ,8,-58.49413799,-34.68095739,PEATON,CARGAS,PEATON,CARGAS,,
183,2017-0053,1,2017-05-05,20.0,CALLE,4,-58.37547846,-34.65326075,MOTO,CARGAS,MOTO,CARGAS,,
184,2017-0054,1,2017-05-07,21.0,AVENIDA,15,-58.48680218,-34.58689719,MOTO,AUTO,MOTO,AUTO,,
185,2017-0055,1,2017-05-09,8.0,AVENIDA,12,-58.49563989,-34.57962262,AUTO,AUTO,AUTO,AUTO,,
186,2017-0058,1,2017-05-09,23.0,AVENIDA,1,-58.38403232,-34.59915940,PEATON,MOTO,PEATON,MOTO,,
187,2017-0059,1,2017-05-11,9.0,CALLE,1,-58.38223382,-34.62693865,PEATON,PASAJEROS,PEATON,PASAJEROS,,
188,2017-0060,1,2017-05-13,7.0,AVENIDA,8,-58.45966521,-34.67323292,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,,
189,2017-0061,1,2017-05-15,13.0,AVENIDA,2,-58.39303911,-34.59871111,PEATON,MOTO,PEATON,MOTO,,
190,2017-0062,1,2017-05-15,16.0,AVENIDA,10,-58.51262106,-34.63395999,MOTO,CARGAS,MOTO,CARGAS,,
191,2017-0063,1,2017-05-17,10.0,AVENIDA,1,-58.38118367,-34.61646839,PEATON,PASAJEROS,PEATON,PASAJEROS,,
192,2017-0064,1,2017-05-20,5.0,CALLE,1,-58.37653284,-34.60582475,CARGAS,AUTO,CARGAS,AUTO,,
193,2017-0065,1,2017-05-22,16.0,AVENIDA,4,-58.37709334,-34.64035082,BICICLETA,CARGAS,BICICLETA,CARGAS,,
194,2017-0066,1,2017-05-22,18.0,AVENIDA,15,-58.46002142,-34.60409469,PEATON,PASAJEROS,PEATON,PASAJEROS,,
195,2017-0067,1,2017-05-23,2.0,AVENIDA,6,-58.43381970,-34.62801894,MOTO,CARGAS,MOTO,CARGAS,,
196,2017-0068,1,2017-05-27,19.0,AVENIDA,8,-58.43580656,-34.66437532,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,,
197,2017-0069,1,2017-05-24,14.0,GRAL PAZ,9,-58.52173071,-34.65997463,MOTO,,MOTO,SD,,
198,2017-0070,1,2017-05-30,13.0,CALLE,11,-58.50791763,-34.59804273,PEATON,AUTO,PEATON,AUTO,,
199,2017-0072,1,2017-06-03,23.0,AVENIDA,12,-58.49175088,-34.58226957,AUTO,AUTO,AUTO,AUTO,,
200,2017-0073,1,2017-06-04,9.0,AVENIDA,3,-58.40781467,-34.60425669,MOTO,AUTO,MOTO,AUTO,,
201,2017-0074,1,2017-06-04,12.0,CALLE,9,-58.52567073,-34.63787791,,,SD,SD,,
202,2017-0075,1,2017-06-12,22.0,AVENIDA,1,-58.38154200,-34.60906385,PEATON,MOTO,PEATON,MOTO,,
203,2017-0076,1,2017-06-13,14.0,AVENIDA,2,-58.38526125,-34.57805810,PEATON,CARGAS,PEATON,CARGAS,,
