,ID,N_VICTIMAS,FECHA,HH,TIPO_DE_CALLE,COMUNA,LATITUD,LONGITUD,VICTIMA,ACUSADO,AFECTADO_1,AFECTADO_2,FRANJA_HORA,GRAVEDAD
12807,LC-2020-0137839,1,2020-03-03,,AVENIDA,4,-34.636155264211,-58.399211993317,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,16.0,
12808,LC-2020-0138009,2,2020-03-03,,CALLE,8,-34.675800707782,-58.485347129063,CAMIONETA,,CAMIONETA,,13.0,
12809,LC-2020-0138130,1,2020-03-03,,AVENIDA,7,-34.631621892041,-58.472271996784,MOTO,AUTO,MOTO,AUTO,18.0,
12810,LC-2020-0138171,1,2020-03-03,,CALLE,4,-34.646719080858,-58.380352296029,PEATON,AUTO,PEATON,AUTO,17.0,
12811,LC-2020-0138183,1,2020-03-03,,AVENIDA,10,-34.628733518748,-58.495874196148,PEATON,AUTO,PEATON,AUTO,15.0,
12812,LC-2020-0138194,1,2020-03-03,,AVENIDA,3,-34.624267095605,-58.407578667016,MOTO,TAXI,MOTO,TAXI,16.0,
12813,LC-2020-0138390,1,2020-03-03,,CALLE,5,-34.607515247866,-58.425977763092,MOTO,AUTO,MOTO,AUTO,18.0,
12814,LC-2020-0138467,1,2020-03-03,,CALLE,1,-34.623136862886,-58.372735710093,,AUTO,,AUTO,18.0,
12815,LC-2020-0138478,2,2020-03-03,,AVENIDA,14,-34.572060937277,-58.412657369251,MOTO,,MOTO,,19.0,
12816,LC-2020-0138553,1,2020-03-03,,CALLE,15,-34.58615881298,-58.47064958936,MOTO,AUTO,MOTO,AUTO,21.0,
12817,LC-2020-0138556,1,2020-03-03,,CALLE,4,-34.640460856122,-58.408911542093,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,17.0,
12818,LC-2020-0138563,1,2020-03-03,,AVENIDA,2,-34.594077306511,-58.403616393674,,MOTO,,MOTO,20.0,GRAVE
12819,LC-2020-0138616,1,2020-03-03,,AVENIDA,15,-34.588690532901,-58.450768435285,MOTO,AUTO,MOTO,AUTO,20.0,
12820,LC-2020-0144473,1,2020-03-03,,,,,,MOTO,AUTO,MOTO,AUTO,17.0,
12821,LC-2020-0138867,1,2020-03-04,,AVENIDA,6,-34.608917456669,-58.431774964124,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,1.0,
12822,LC-2020-0139174,1,2020-03-04,,AUTOPISTA,9,-34.64864,-58.476455,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,7.0,
12823,LC-2020-0139920,1,2020-03-04,,AVENIDA,5,-34.61357870521,-58.415774372229,MOTO,CAMIONETA,MOTO,CAMIONETA,12.0,
12824,LC-2020-0139928,1,2020-03-04,,AVENIDA,1,-34.608784576844,-58.386279338879,MOTO,TAXI,MOTO,TAXI,11.0,
12825,LC-2020-0140119,1,2020-03-04,,,2,-34.575392,-58.399395,MOTO,CAMION,MOTO,CAMION,13.0,
12826,LC-2020-0140258,1,2020-03-04,,CALLE,1,-34.602322666896,-58.369313850043,MOVIL,AUTO,MOVIL,AUTO,10.0,
12827,LC-2020-0140519,1,2020-03-04,,AVENIDA,5,-34.611298796731,-58.419661271334,PEATON,CAMIONETA,PEATON,CAMIONETA,15.0,
12828,LC-2020-0140649,1,2020-03-04,,AVENIDA,3,-34.607431250994,-58.405882740676,PEATON,MOTO,PEATON,MOTO,15.0,
12829,LC-2020-0140838,1,2020-03-04,,AVENIDA,7,-34.650821491519,-58.454636620405,AUTO,CAMIONETA,AUTO,CAMIONETA,11.0,
12830,LC-2020-0140920,1,2020-03-04,,CALLE,4,-34.639533965394,-58.386660247888,MOTO,TAXI,MOTO,TAXI,16.0,
12831,LC-2020-0140958,1,2020-03-04,,GRAL PAZ,12,-34.56919739421,-58.509930461176,MOTO,AUTO,MOTO,AUTO,5.0,
12832,LC-2020-0140988,1,2020-03-04,,CALLE,4,-34.646392441009,-58.378223055363,AUTO,TRANSPORTE PUBLICO,AUTO,TRANSPORTE PUBLICO,17.0,
12833,LC-2020-0141049,1,2020-03-04,,AVENIDA,11,-34.591681892737,-58.511032604161,,,,,16.0,
12834,LC-2020-0141059,1,2020-03-04,,AVENIDA,10,-34.63697385244,-58.495796969157,MOTO,,MOTO,,17.0,
12835,LC-2020-0141101,1,2020-03-04,,GRAL PAZ,9,-34.67326988686,-58.502577390365,AUTO,,AUTO,,18.0,
12836,LC-2020-0141185,1,2020-03-04,,AVENIDA,7,-34.633699781325,-58.425184810519,PEATON,CAMIONETA,PEATON,CAMIONETA,19.0,
12837,LC-2020-0141256,1,2020-03-04,,AVENIDA,10,-34.628733518748,-58.495874196148,MOTO,AUTO,MOTO,AUTO,18.0,
12838,LC-2020-0141409,1,2020-03-04,,CALLE,4,-34.637662780293,-58.366300623015,PEATON,,PEATON,,20.0,
12839,LC-2020-0141415,1,2020-03-04,,CALLE,14,-34.588206259741,-58.429259967858,MOTO,AUTO,MOTO,AUTO,19.0,
12840,LC-2020-0141475,1,2020-03-04,,AVENIDA,14,-34.575796696868,-58.41316147916,AUTO,AUTO,AUTO,AUTO,17.0,
12841,LC-2020-0141535,1,2020-03-04,,AVENIDA,3,-34.609386957646,-58.394867072815,PEATON,MOTO,PEATON,MOTO,23.0,
12842,LC-2020-0141555,1,2020-03-04,,CALLE,15,-34.591258595702,-58.44164922913,MOTO,AUTO,MOTO,AUTO,21.0,
12843,LC-2020-0141569,1,2020-03-04,,AVENIDA,1,-34.609454868387,-58.387291016691,AUTO,AUTO,AUTO,AUTO,21.0,
12844,LC-2020-0141682,1,2020-03-05,,CALLE,3,-34.620873430655,-58.407574721783,MOTO,AUTO,MOTO,AUTO,0.0,
12845,LC-2020-0141938,1,2020-03-05,,AVENIDA,4,-34.651662904706,-58.39410981024,PEATON,AUTO,PEATON,AUTO,7.0,
12846,LC-2020-0142099,1,2020-03-05,,CALLE,8,-34.676570833939,-58.480757196708,PEATON,TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,9.0,
12847,LC-2020-0142145,2,2020-03-05,,AVENIDA,1,-34.607817694907,-58.37316081161,,,,,7.0,
12848,LC-2020-0142426,1,2020-03-05,,CALLE,5,-34.627116900848,-58.417427050579,MOTO,AUTO,MOTO,AUTO,11.0,
12849,LC-2020-0142461,1,2020-03-05,,CALLE,5,-34.59918191009,-58.413544124255,PEATON,AUTO,PEATON,AUTO,7.0,
12850,LC-2020-0142642,1,2020-03-05,,AVENIDA,6,-34.617995230089,-58.428837719317,MOTO,AUTO,MOTO,AUTO,10.0,
12851,LC-2020-0142685,1,2020-03-05,,AVENIDA,1,-34.578426646482,-58.385564798704,MOTO,AUTO,MOTO,AUTO,7.0,
12852,LC-2020-0142840,1,2020-03-05,,AVENIDA,6,-34.60896679719,-58.43687501572,MOTO,CAMIONETA,MOTO,CAMIONETA,12.0,
12853,LC-2020-0142869,1,2020-03-05,,CALLE,5,-34.628239760711,-58.41826550365,AUTO,CAMIONETA,AUTO,CAMIONETA,13.0,
12854,LC-2020-0143016,1,2020-03-05,,CALLE,1,-34.606180750693,-58.3781444428,MOTO,TAXI,MOTO,TAXI,15.0,
12855,LC-2020-0143114,2,2020-03-05,,AVENIDA,3,-34.614308580472,-58.399292782863,MOTO,TAXI,MOTO,TAXI,12.0,
12856,LC-2020-0143123,1,2020-03-05,,CALLE,12,-34.573116569033,-58.475821145318,MOTO,AUTO,MOTO,AUTO,14.0,
12857,LC-2020-0143130,1,2020-03-05,,AVENIDA,4,-34.632393810108,-58.360845481137,PEATON,,PEATON,,13.0,
12858,LC-2020-0143217,1,2020-03-05,,AVENIDA,9,-34.647034708862,-58.497545812753,MOTO,AUTO,MOTO,AUTO,14.0,
12859,LC-2020-0143332,1,2020-03-05,,CALLE,8,-34.663451334046,-58.479722115865,AUTO,AUTO,AUTO,AUTO,13.0,
12860,LC-2020-0143461,1,2020-03-05,,CALLE,7,-34.638172166247,-58.468050360426,AUTO,,AUTO,,12.0,
12861,LC-2020-0143699,2,2020-03-05,,AVENIDA,1,-34.626083225337,-58.379012811518,TAXI,TRANSPORTE PUBLICO,TAXI,TRANSPORTE PUBLICO,16.0,
12862,LC-2020-0143729,1,2020-03-05,,AVENIDA,7,-34.632561231475,-58.457719106847,MOTO,AUTO,MOTO,AUTO,8.0,
12863,LC-2020-0143838,1,2020-03-05,,AUTOPISTA,4,-34.646985422226,-58.374303007564,MOTO,AUTO,MOTO,AUTO,14.0,
12864,LC-2020-0143933,1,2020-03-05,,AVENIDA,7,-34.628808995419,-58.461901954233,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,18.0,
12865,LC-2020-0143992,1,2020-03-05,,CALLE,4,-34.646673720277,-58.434503665518,AUTO,,AUTO,,15.0,
12866,LC-2020-0144004,1,2020-03-05,,CALLE,6,-34.613855409975,-58.437292343915,MOVIL,AUTO,MOVIL,AUTO,17.0,
12867,LC-2020-0144014,1,2020-03-05,,CALLE,9,-34.656523588758,-58.515576566438,PEATON,AUTO,PEATON,AUTO,17.0,
12868,LC-2020-0144128,1,2020-03-05,,CALLE,1,-34.608210339078,-58.377812987123,MOTO,TAXI,MOTO,TAXI,17.0,
12869,LC-2020-0144129,1,2020-03-05,,AVENIDA,9,-34.660535444349,-58.514911761647,MOTO,AUTO,MOTO,AUTO,18.0,
12870,LC-2020-0144169,1,2020-03-05,,CALLE,9,-34.654229179843,-58.529311419102,MOTO,,MOTO,,17.0,
12871,LC-2020-0144177,1,2020-03-05,,AVENIDA,7,-34.627957108743,-58.471099289859,PEATON,MOTO,PEATON,MOTO,18.0,
12872,LC-2020-0144200,1,2020-03-05,,AVENIDA,8,-34.669644648483,-58.464152954621,MOTO,,MOTO,,18.0,
12873,LC-2020-0144204,1,2020-03-05,,AVENIDA,9,-34.651177578013,-58.467398254764,MOTO,CAMION,MOTO,CAMION,17.0,
12874,LC-2020-0144400,1,2020-03-05,,AVENIDA,14,-34.576799798401,-58.410941846671,MOTO,,MOTO,,20.0,
12875,LC-2020-0144406,1,2020-03-05,,CALLE,7,-34.631849319016,-58.458795107137,MOTO,CAMIONETA,MOTO,CAMIONETA,20.0,
12876,LC-2020-0144486,1,2020-03-05,,AVENIDA,6,-34.617232929964,-58.437246984197,MOTO,,MOTO,,20.0,
12877,LC-2020-0144537,1,2020-03-05,,,1,-34.582191,-58.380853,PEATON,CAMIONETA,PEATON,CAMIONETA,20.0,
12878,LC-2020-0144566,1,2020-03-05,,AVENIDA,5,-34.615783915547,-58.418473513967,TRANSPORTE PUBLICO,AUTO,TRANSPORTE PUBLICO,AUTO,19.0,
12879,LC-2020-0144880,2,2020-03-06,,CALLE,11,-34.606697443724,-58.471620150931,AUTO,,AUTO,,6.0,
12880,LC-2020-0145013,1,2020-03-06,,GRAL PAZ,8,-34.674020313012,-58.501265546696,MOTO,,MOTO,,7.0,
12881,LC-2020-0145116,1,2020-03-06,,AVENIDA,12,-34.573495220315,-58.480668591644,MOTO,AUTO,MOTO,AUTO,10.0,
12882,LC-2020-0145128,1,2020-03-06,,CALLE,3,-34.605108443646,-58.410773334548,AUTO,OBJETO FIJO,AUTO,OBJETO FIJO,7.0,
12883,LC-2020-0145192,1,2020-03-06,,AVENIDA,15,-34.584943895488,-58.460536221956,TRANSPORTE PUBLICO,AUTO,TRANSPORTE PUBLICO,AUTO,9.0,
12884,LC-2020-0145244,1,2020-03-06,,AVENIDA,1,-34.617792808659,-58.384321439147,MOTO,AUTO,MOTO,AUTO,17.0,
12885,LC-2020-0145329,1,2020-03-06,,,2,-34.598285,-58.399038,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,5.0,
12886,LC-2020-0145457,1,2020-03-06,,CALLE,6,-34.621164086055,-58.431267140447,AUTO,AUTO,AUTO,AUTO,10.0,
12887,LC-2020-0145720,1,2020-03-06,,CALLE,1,-34.594301604803,-58.382774795878,MOTO,TAXI,MOTO,TAXI,11.0,
12888,LC-2020-0145763,1,2020-03-06,,AVENIDA,4,-34.636989320248,-58.398483407494,MOTO,CAMIONETA,MOTO,CAMIONETA,12.0,
12889,LC-2020-0145827,1,2020-03-06,,AVENIDA,4,-34.653334028367,-58.416023603216,,AUTO,,AUTO,11.0,
12890,LC-2020-0145898,1,2020-03-06,,CALLE,15,-34.593074778722,-58.445171128561,MOTO,AUTO,MOTO,AUTO,8.0,
12891,LC-2020-0145987,1,2020-03-06,,AVENIDA,2,-34.599162380344,-58.387952289032,,,,,20.0,
12892,LC-2020-0146170,1,2020-03-06,,CALLE,1,-34.624709901286,-58.38438295282,TAXI,CAMIONETA,TAXI,CAMIONETA,12.0,
12893,LC-2020-0146296,1,2020-03-06,,CALLE,1,-34.602935069619,-58.391372516596,,TRANSPORTE PUBLICO,,TRANSPORTE PUBLICO,13.0,
12894,LC-2020-0146426,1,2020-03-06,,CALLE,14,-34.591130274763,-58.414526681588,PEATON,AUTO,PEATON,AUTO,15.0,
12895,LC-2020-0146463,1,2020-03-06,,AVENIDA,7,-34.642005987125,-58.462474035458,MOTO,AUTO,MOTO,AUTO,13.0,
12896,LC-2020-0146546,1,2020-03-06,,AVENIDA,11,-34.61974089098,-58.517249317489,AUTO,,AUTO,,15.0,
12897,LC-2020-0146730,1,2020-03-06,,CALLE,10,-34.6313535553,-58.523597377929,MOVIL,,MOVIL,,16.0,
12898,LC-2020-0146840,1,2020-03-06,,AVENIDA,9,-34.672634187322,-58.499125850081,MOTO,AUTO,MOTO,AUTO,17.0,
12899,LC-2020-0146845,1,2020-03-06,,AVENIDA,3,-34.604712936961,-58.402139952467,MOTO,CAMIONETA,MOTO,CAMIONETA,16.0,
12900,LC-2020-0146851,1,2020-03-06,,,,,,MOTO,,MOTO,,17.0,
12901,LC-2020-0146958,1,2020-03-06,,CALLE,1,-34.618534460221,-58.38147108999,,,,,18.0,
12902,LC-2020-0146987,1,2020-03-06,,AVENIDA,5,-34.598159924745,-58.420214940037,PEATON,CAMIONETA,PEATON,CAMIONETA,13.0,
12903,LC-2020-0147044,1,2020-03-06,,AVENIDA,9,-34.639008425486,-58.519754654792,MOTO,,MOTO,,18.0,
12904,LC-2020-0147102,1,2020-03-06,,CALLE,1,-34.612374415271,-58.390282142044,MOTO,TAXI,MOTO,TAXI,14.0,
12905,LC-2020-0147141,1,2020-03-06,,CALLE,1,-34.625989356372,-58.382880076066,PEATON,AUTO,PEATON,AUTO,18.0,
12906,LC-2020-0147176,3,2020-03-06,,AVENIDA,4,-34.651341290383,-58.416726349091,,,,,19.0,
12907,LC-2020-0147288,1,2020-03-06,,CALLE,9,-34.649220704173,-58.515660593914,PEATON,AUTO,PEATON,AUTO,21.0,
12908,LC-2020-0147417,1,2020-03-07,,GRAL PAZ,12,-34.569973703018,-58.508820564507,MOTO,MOTO,MOTO,MOTO,23.0,
12909,LC-2020-0147513,1,2020-03-07,,AVENIDA,13,-34.551245722785,-58.466342349076,MOTO,TAXI,MOTO,TAXI,23.0,
12910,LC-2020-0147514,1,2020-03-07,,CALLE,4,-34.65217272969,-58.377072331923,MOTO,TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,22.0,
12911,LC-2020-0147573,1,2020-03-07,,GRAL PAZ,10,-34.614655568553,-58.531070946567,MOTO,AUTO,MOTO,AUTO,0.0,
12912,LC-2020-0147688,1,2020-03-07,,AVENIDA,4,-34.637824846413,-58.390067226019,AUTO,AUTO,AUTO,AUTO,2.0,
12913,LC-2020-0147867,1,2020-03-07,,AVENIDA,8,-34.705249717475,-58.462449526216,PEATON,AUTO,PEATON,AUTO,8.0,
12914,LC-2020-0147873,1,2020-03-07,,AVENIDA,7,-34.631260913232,-58.46173740761,MOTO,MOTO,MOTO,MOTO,7.0,
12915,LC-2020-0147962,1,2020-03-07,,AVENIDA,1,-34.601167482093,-58.367200296385,PEATON,,PEATON,,8.0,
12916,LC-2020-0148122,1,2020-03-07,,AVENIDA,3,-34.618158071252,-58.391700259041,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,11.0,
12917,LC-2020-0148151,1,2020-03-07,,CALLE,12,-34.551005397854,-58.476460866139,PEATON,AUTO,PEATON,AUTO,1.0,
12918,LC-2020-0148175,1,2020-03-07,,CALLE,14,-34.579538158824,-58.43297696532,MOVIL,AUTO,MOVIL,AUTO,12.0,
12919,LC-2020-0148184,1,2020-03-07,,AVENIDA,7,-34.650550879712,-58.457395272422,AUTO,CAMION,AUTO,CAMION,12.0,
12920,LC-2020-0148186,1,2020-03-07,,AVENIDA,11,-34.604357255114,-58.487680682217,MOTO,CAMIONETA,MOTO,CAMIONETA,11.0,
12921,LC-2020-0148201,1,2020-03-07,,AVENIDA,4,-34.638337834774,-58.387746179407,MOTO,CAMIONETA,MOTO,CAMIONETA,13.0,
12922,LC-2020-0148225,1,2020-03-07,,AVENIDA,3,-34.603342279942,-58.405158718202,PEATON,MOTO,PEATON,MOTO,16.0,
12923,LC-2020-0148249,1,2020-03-07,,CALLE,11,-34.612986008129,-58.526534998879,MOTO,,MOTO,,13.0,
12924,LC-2020-0148290,1,2020-03-07,,AVENIDA,5,-34.615398083569,-58.415078595022,MOTO,AUTO,MOTO,AUTO,14.0,
12925,LC-2020-0148343,2,2020-03-07,,GRAL PAZ,12,-34.5432121651,-58.486715357861,AUTO,,AUTO,,14.0,
12926,LC-2020-0148418,1,2020-03-07,,AVENIDA,2,-34.578058105362,-58.385261258998,MOTO,TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,14.0,
12927,LC-2020-0148631,1,2020-03-07,,AVENIDA,9,-34.639252513387,-58.527710901807,PEATON,,PEATON,,16.0,
12928,LC-2020-0148647,1,2020-03-07,,CALLE,11,-34.610253037493,-58.480571477324,AUTO,CAMIONETA,AUTO,CAMIONETA,18.0,
12929,LC-2020-0148670,1,2020-03-07,,CALLE,3,-34.60626524042,-58.399603066028,PEATON,AUTO,PEATON,AUTO,13.0,GRAVE
12930,LC-2020-0148709,1,2020-03-07,,GRAL PAZ,8,-34.705249717475,-58.462449526216,PEATON,AUTO,PEATON,AUTO,8.0,
12931,LC-2020-0148788,1,2020-03-07,,CALLE,1,-34.626796490526,-58.38947162741,TRANSPORTE PUBLICO,CAMION,TRANSPORTE PUBLICO,CAMION,19.0,
12932,LC-2020-0148797,1,2020-03-07,,AVENIDA,14,-34.578754750792,-58.425445799111,PEATON,TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,21.0,
12933,LC-2020-0148824,1,2020-03-07,,CALLE,12,-34.582607456837,-58.490940011205,MOTO,AUTO,MOTO,AUTO,21.0,
12934,LC-2020-0148825,1,2020-03-07,,AVENIDA,9,-34.63891216285,-58.518178543778,MOTO,,MOTO,,14.0,
12935,LC-2020-0148258,1,2020-03-07,,,,,,AUTO,,AUTO,,6.0,GRAVE
12936,LC-2020-0149304,2,2020-03-08,,AVENIDA,1,-34.595738489775,-58.376977173578,AUTO,OBJETO FIJO,AUTO,OBJETO FIJO,6.0,GRAVE
12937,LC-2020-0149540,1,2020-03-08,,AVENIDA,1,-34.589277318756,-58.380909326948,AUTO,CAMIONETA,AUTO,CAMIONETA,8.0,
12938,LC-2020-0149612,7,2020-03-08,,GRAL PAZ,12,-34.572510722512,-58.509976049364,,,,,12.0,
12939,LC-2020-0150015,2,2020-03-08,,CALLE,3,-34.615143661113,-58.394629466424,MOTO,AUTO,MOTO,AUTO,18.0,
12940,LC-2020-0150043,1,2020-03-08,,AVENIDA,14,-34.578682383873,-58.406916666815,AUTO,AUTO,AUTO,AUTO,18.0,
12941,LC-2020-0150065,1,2020-03-08,,GRAL PAZ,12,-34.547955815971,-58.494910546091,MOTO,AUTO,MOTO,AUTO,18.0,GRAVE
12942,LC-2020-0150110,1,2020-03-08,,AVENIDA,13,-34.568328859546,-58.448134429738,MOTO,AUTO,MOTO,AUTO,20.0,
12943,LC-2020-0150125,1,2020-03-08,,AVENIDA,14,-34.567918766929,-58.401939957757,MOTO,CAMION,MOTO,CAMION,20.0,
12944,LC-2020-0150128,2,2020-03-08,,AVENIDA,10,-34.633156519317,-58.515367309804,AUTO,AUTO,AUTO,AUTO,20.0,
12945,LC-2020-0150237,1,2020-03-08,,AVENIDA,2,-34.592538193932,-58.401488823301,,,,,21.0,
12946,LC-2020-0150255,2,2020-03-08,,CALLE,14,-34.584943513241,-58.439170041371,MOTO,AUTO,MOTO,AUTO,3.0,
12947,LC-2020-0150271,1,2020-03-09,,CALLE,15,-34.60147940798,-58.444722609987,AUTO,,AUTO,,23.0,
12948,LC-2020-0150358,1,2020-03-09,,AVENIDA,14,-34.594163324938,-58.421060074882,PEATON,TAXI,PEATON,TAXI,22.0,
12949,LC-2020-0150469,1,2020-03-09,,CALLE,1,-34.627487601341,-58.378497168021,,TRANSPORTE PUBLICO,,TRANSPORTE PUBLICO,4.0,
12950,LC-2020-0150482,1,2020-03-09,,AVENIDA,4,-34.631596043277,-58.400531051324,CAMION,OBJETO FIJO,CAMION,OBJETO FIJO,6.0,
12951,LC-2020-0150806,1,2020-03-09,,AVENIDA,4,-34.632357989821,-58.408130299489,,,,,9.0,
12952,LC-2020-0150853,1,2020-03-09,,AVENIDA,11,-34.599228940288,-58.500708940919,PEATON,MOVIL,PEATON,MOVIL,10.0,
12953,LC-2020-0150863,1,2020-03-09,,AVENIDA,4,-34.658672216437,-58.426747139744,,AUTO,,AUTO,8.0,
12954,LC-2020-0150977,1,2020-03-09,,AVENIDA,5,-34.639355706695,-58.41862459879,PEATON,,PEATON,,9.0,
12955,LC-2020-0151124,1,2020-03-09,,CALLE,13,-34.558096821975,-58.457191987151,MOTO,CAMIONETA,MOTO,CAMIONETA,10.0,
12956,LC-2020-0151195,5,2020-03-09,,CALLE,9,-34.660886529208,-58.506908404081,TRANSPORTE PUBLICO,AUTO,TRANSPORTE PUBLICO,AUTO,11.0,
12957,LC-2020-0151261,1,2020-03-09,,AVENIDA,14,-34.577239592311,-58.409958442474,MOTO,,MOTO,,12.0,
12958,LC-2020-0151490,1,2020-03-09,,CALLE,1,-34.610831315473,-58.381864835306,AUTO,AUTO,AUTO,AUTO,12.0,
12959,LC-2020-0151634,1,2020-03-09,,AVENIDA,5,-34.602336949552,-58.427574294488,PEATON,,PEATON,,12.0,
12960,LC-2020-0151936,1,2020-03-09,,,,,,MOTO,AUTO,MOTO,AUTO,13.0,
12961,LC-2020-0151964,1,2020-03-09,,AVENIDA,6,-34.618299793509,-58.436458204996,MOTO,AUTO,MOTO,AUTO,13.0,
12962,LC-2020-0152046,1,2020-03-09,,CALLE,14,-34.585307574528,-58.420958544834,PEATON,AUTO,PEATON,AUTO,14.0,
12963,LC-2020-0152097,1,2020-03-09,,AVENIDA,14,-34.563795014685,-58.435885283773,AUTO,AUTO,AUTO,AUTO,15.0,
12964,LC-2020-0152252,1,2020-03-09,,AVENIDA,3,-34.614430633031,-58.401356075197,PEATON,MOTO,PEATON,MOTO,10.0,
12965,LC-2020-0152396,1,2020-03-09,,CALLE,12,-34.570174160432,-58.478900405959,PEATON,AUTO,PEATON,AUTO,17.0,
12966,LC-2020-0152488,1,2020-03-09,,CALLE,11,-34.609977174128,-58.476404387308,MOTO,CAMION,MOTO,CAMION,16.0,
12967,LC-2020-0152548,1,2020-03-09,,AVENIDA,15,-34.580838785594,-58.473928838547,PEATON,AUTO,PEATON,AUTO,16.0,
12968,LC-2020-0152837,1,2020-03-09,,AUTOPISTA,7,-34.628923496318,-58.43063431406,MOTO,AUTO,MOTO,AUTO,19.0,
12969,LC-2020-0152911,1,2020-03-09,,,,,,MOTO,AUTO,MOTO,AUTO,17.0,
12970,LC-2020-0152930,1,2020-03-09,,AVENIDA,1,-34.612877701263,-58.375379377184,MOTO,CAMIONETA,MOTO,CAMIONETA,18.0,
12971,LC-2020-0153045,1,2020-03-09,,AVENIDA,1,-34.610798754294,-58.381446963752,MOTO,AUTO,MOTO,AUTO,18.0,
12972,LC-2020-0152834,1,2020-03-09,,,,,,MOTO,OBJETO FIJO,MOTO,OBJETO FIJO,20.0,
12973,LC-2020-0153229,1,2020-03-10,,CALLE,10,-34.616046033441,-58.504318179191,AUTO,,AUTO,,22.0,
12974,LC-2020-0153230,1,2020-03-10,,AVENIDA,15,-34.601859994682,-58.468912392153,TRANSPORTE PUBLICO,AUTO,TRANSPORTE PUBLICO,AUTO,23.0,
12975,LC-2020-0153437,1,2020-03-10,,CALLE,1,-34.600006113129,-58.36413247309,,,,,19.0,GRAVE
12976,LC-2020-0153668,1,2020-03-10,,CALLE,4,-34.641288112398,-58.40628083649,PEATON,TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,8.0,
12977,LC-2020-0154163,1,2020-03-10,,AVENIDA,4,-34.636508100075,-58.369808294738,TAXI,TRANSPORTE PUBLICO,TAXI,TRANSPORTE PUBLICO,9.0,
12978,LC-2020-0154167,1,2020-03-10,,CALLE,8,-34.671745310752,-58.486279325964,PEATON,AUTO,PEATON,AUTO,9.0,
12979,LC-2020-0154441,1,2020-03-10,,AVENIDA,10,-34.620518385091,-58.499274067277,MOTO,AUTO,MOTO,AUTO,11.0,
12980,LC-2020-0154573,1,2020-03-10,,CALLE,13,-34.568408054261,-58.453283652863,MOTO,AUTO,MOTO,AUTO,13.0,
12981,LC-2020-0154578,1,2020-03-10,,AVENIDA,2,-34.595388534127,-58.398524763299,PEATON,TAXI,PEATON,TAXI,12.0,
12982,LC-2020-0154741,1,2020-03-10,,AVENIDA,15,-34.596165135803,-58.427025765947,MOTO,AUTO,MOTO,AUTO,13.0,GRAVE
12983,LC-2020-0154849,1,2020-03-10,,CALLE,10,-34.629020480494,-58.505355414857,AUTO,AUTO,AUTO,AUTO,15.0,
12984,LC-2020-0154931,1,2020-03-10,,AVENIDA,11,-34.606134204487,-58.512611121428,MOTO,,MOTO,,13.0,
12985,LC-2020-0155133,1,2020-03-10,,AVENIDA,1,-34.623985954733,-58.365790168172,MOTO,AUTO,MOTO,AUTO,18.0,
12986,LC-2020-0155202,1,2020-03-10,,CALLE,11,-34.607750778581,-58.520133634753,PEATON,MOTO,PEATON,MOTO,16.0,
12987,LC-2020-0155212,1,2020-03-10,,AVENIDA,1,-34.616468396611,-58.381183670904,MOTO,TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,17.0,
12988,LC-2020-0155304,1,2020-03-10,,CALLE,11,-34.602267544267,-58.509686319995,MOTO,AUTO,MOTO,AUTO,16.0,
12989,LC-2020-0155349,1,2020-03-10,,CALLE,1,-34.611180362706,-58.387482027283,PEATON,TAXI,PEATON,TAXI,20.0,
12990,LC-2020-0155450,1,2020-03-10,,CALLE,12,-34.570598486553,-58.489634631483,AUTO,AUTO,AUTO,AUTO,18.0,
12991,LC-2020-0155459,1,2020-03-10,,CALLE,4,-34.650370022133,-58.377744593858,,,,,18.0,
12992,LC-2020-0155725,1,2020-03-10,,AVENIDA,7,-34.645668734103,-58.444922820246,MOTO,AUTO,MOTO,AUTO,16.0,
12993,LC-2020-0155739,1,2020-03-10,,AVENIDA,1,-34.61022796109,-58.388432130191,PEATON,AUTO,PEATON,AUTO,18.0,
12994,LC-2020-0155830,1,2020-03-10,,AVENIDA,14,-34.587530596093,-58.412361667611,MOTO,MOTO,MOTO,MOTO,20.0,
